#Default

; cutscenes.tbl

1712, "Never leave the battle until the mission is complete."

1713, "Technicians"

1714, "Protect the Hope"

1715, "This is the PVD Hope, we have taken serious damage.  Please assist."

1716, "I repeat, this is the PVD Hope.  We have taken serious damage.  Please assist."

1717, "Nephilim class bombers attacking the Hope."

1718, "Look at the Hope!  It's barely hanging on!"

1719, "More Nephilim bombers arriving.  Engaging."

1720, "Strike Cruiser entering system.  No fighter escort."

1721, "Damn.  Dragon class fighters arriving."

1722, "Hope, how much longer are these repairs going to take?  We can't keep this up much longer."

1723, "Repairs nearly completed.  We need just a few more minutes."

1724, "All right, pilots.  The Hope needs a few more minutes.  Let's get the job done!"

1725, "Where's the Hope?  She was supposed to be here when we arrived."

1726, "Alpha 1, we have arrived to escort the Hope to the Aquilae Installation.  You may return to base."

1727, "The Hope has been destroyed.  Return to base."

1728, "Isis Repair here.  Attempting to repair the Hope."

1729, "We have docked with the Hope.  Beginning repairs."

1730, "Our sensors are back online."

1731, "Navigation systems operational."

1732, "Our communication system is fully operational."

1733, "We've got half our turrets functioning again."

1734, "All weapon systems operational."

; mdu-26.fs2

1735, "Our engines are back online."

; mm3-02a.fs2

1736, "Mecross here to assist the Hope."

1737, "We are attacking the Thunder."

; mm3-03a.fs2

1738, "A Failure to Communicate"

1739, "The final communications station to the outer colonies is threatened by the Lucifer.  Can it be saved?  Multiplayer Only.  Max Respawns 2.  Suggested Respawns 1."

1740, "$h Red $h Alert!  The Beta Aquilae installation is under attack.  The Lucifer has been sighted in the area.  Protect it at all costs.  Additional orders will be given to you on site."

1741, "There was nothing you could do to preserve the Aquilae.  There was too little time and the Lucifer is too powerful."

1742, "Fortunately you were able to save some of the escape pods.  The survivors thank you and look forward to the chance to avenge the destruction of the Aquilae."

1743, "Protecting all the escape pods is most impressive.  The survivors thank you and hope we can avenge the destruction of the Aquilae."

1744, "By protecting the Beta Aquilae Communications Terminal we are able to keep in contact with our forces in the outer systems.  Losing the communication terminal would have been a severe blow.  Well done pilot.

For continued service to the Alliance, we are awarding you the Good Conduct Medal.  Keep it up."

1745, "We lost many escape pods in the battle as well.  Such a loss of life is difficult to bear.  Several key scientists were unable to evacuate the installation.  They, and their research, will be sorely missed."

1746, "You should try to stay near the escape pods and destroy any shivan fighters that attack them.  Sacrificing one or two pods so the rest can make it is a wise choice which you may have to make."

1747, "Disobeying orders and departing during battle is inexcusable.  You are indefinitely grounded.  Dismissed."

1748, "Never leave a battle before it is finished."

1749, "Defend Communications Station"

1750, "Protect Aquilae Installation"

1751, "Protect Escape Pods"

1752, "Protect all four escape pods"

1753, "The Shivans appear to be going after the Aquilae Communications Station.  That station is critical for communication in this sector."

1754, "Protect the communications station until we can take position to defend it ourselves."

1755, "Alpha 1, we are now in position to defend the comm station.  You may return to base."

1756, "My god, The Aquilae has been destroyed!"

1757, "Protect those escape pods!"

1758, "This is...badly damaged.."

1759, "Ejecting ....pods...it doesn't look like we're going to make it!"

; mdu-16.fs2

1760, "Escape 1 has been destroyed."

; mm3-03a.fs2

1761, "Escape 2 destroyed."

; mdu-16.fs2

1762, "Escape 3 destroyed."

; mm3-03a.fs2

1763, "Escape 4 has been destroyed."

1764, "All four escape pods have been destroyed."

1765, "Aquilae Communications Terminal has been destroyed.  Return to base."

; mm3-04a.fs2

1766, "Reaching the Zenith"

1767, "Journey to Altair, Part 1.  Multiplayer Only.  Max Respawns 2.  Suggested Respawns 1."

1768, "As you already know, the Shivans have begun a massive offensive.  They have completely cut us off from all of the outer colonies, and have our forces confined to nine systems that form the heart of Terran space."

1769, "However, in what used to be Vasudan space at Altair, a group of Vasudan refugees has apparently unearthed records from a long dead civilization.  Terran Command believes the information in these records to be of great importance."

1770, "We have located one potential weak point in the Shivan barrier encircling us.  The Deneb jump node to the Altair system is being guarded by only one cruiser, the Zenith."

1771, "The Zenith is currently on patrol with just two wings of Shivan fighters, the Arjuna interceptors, and the Rama superiority fighters.  However, we believe they are able to call in reinforcements."

1772, "Your primary objective will be to destroy the Zenith.  Take out the Zenith's communications system first to prevent it from calling in reinforcements.  If you're unable to do that, go after all weapons systems, including turrets and missile launchers."

1773, "Alpha wing will provide cover for the bombers.  Gamma wing will assist Alpha and will attempt to take out the communications system on Zenith.  Beta will be equipped with Tsunami bombs, and will be targeting suspected weak points on the Zenith's hull."

1774, "You failed to destroy the Zenith.  We will have quite a bit of difficulty continuing this operation."

1775, "If you can't beat the Zenith, try to first eliminate all Dragons in the area, then go straight for the Zenith's comms.  Once the comms are out, target the weapons system and then allow your bombers to finish him off."

1776, "Congratulations on destroying the Zenith.  It is now time to begin the next stage of this operation."

1777, "For destroying the Aten cruiser, we are awarding you the Distinguished Service Medal.  Congratulations."

1778, "Disarm the Cruiser Zenith"

1779, "Destroy the cruiser Zenith"

1780, "Destroy the Benedict"

1781, "We have destroyed the Zenith!"

1782, "Shivan reinforcements arriving.  Destroy the Zenith's comm system  ASAP."

1783, "Sir, all our bombers have been destroyed.  This is going to be extremely difficult."

1784, "Target has been disarmed sir."

1785, "Zenith's communications are dead.  That should halt the Shivan reinforcements."

; mdu-15.fs2

1786, "What the hell?  A Hammer of Light cruiser just arrived!"

; mm3-04a.fs2

1787, "The Benedict is doomed.  Great job, Alpha 1!"

1788, "Looks like the sector is clear.  Return to base."

1789, "We need to begin the next stage of this operation.  Standby for new orders."

; mm3-05a.fs2

1790, "Running the Gauntlet"

1791, "Journey to Altair, Part 2.  Multiplayer Only.  Max Respawns 2.  Suggested Respawns 0."

1792, "As you already know, we are sending scientists to the Altair system to investigate records found on Altair IV.  Command hopes they will aid us in our war with the Shivans."

1793, "The Rosetta is currently carrying the scientists.  It will rendezvous with two transports, Omega 1 and Omega 2.  All three ships should be arriving within a few minutes."

1794, "Omega wing will dock with the Rosetta as soon as they arrive.  Oversee this personnel transfer, then escort Omega 1 and Omega 2 to the jump node."

1795, "You managed to get both transports to the Altair system.  If the information at Altair IV proves as valuable as the Vasudan refugees suspect, then the Terran and Vasudan people will owe you a great debt.  Well done, pilot."

1796, "A crucial transport was lost.  We hope the one that managed to get through will be adequate to recover the information from Altair IV.  We relied on you to safeguard the transit of the scientists and you were only marginally successful.  We expect better in the future."

1797, "Forget Rosetta.  Getting those two transports out alive is far more important.  You have to take out those heavy attack basilisks as fast as possible, before they launch their streams of swarm missiles."

1798, "Both transports were destroyed.  You were entrusted with a mission of enormous importance and you failed.  Dismissed."

1799, "Forget Rosetta.  Concentrate on saving those transports.  Kill the Basilisks as fast as possible unless you want Omega to eat all kinds of missiles for dinner.  Make sure all your wingmen are under your control.  You need to make sure every fighter is doing its job."

1800, "The crew of the Rosetta sends their thanks.  When the Lucifer jumped in, they all but gave up hope of survival.  Your squadron was able to hold off the enemy and that is most impressive.  For this, you are awarded the Commendation Medal."

1801, "Xenolinguists"

1802, "Get at least one Omega to the jump node"

1803, "Get both Omegas to the jump node"

1804, "Protect the Rosetta until it departs"

1805, "Omega 1 docking.  Operation ETC 90 seconds."

1806, "Omega 2 docking.  Operation ETC 90 seconds."

1807, "Omega 1 docking completed.  Proceeding to jump node."

1808, "Omega 2 docking completed.  Proceeding to jump node."

1809, "Jumping out sir.  See you in Altair."

; mdu-15.fs2

1810, "We have reached the subspace node.  Jumping out!"

; mm3-05a.fs2

1811, "We've lost the Rosetta!"

; mdu-26.fs2

1812, "The mission is a failure.  Return to base."

; mm3-05a.fs2

1813, "The Rosetta has safely made it back to Terran Space."

1814, "That's the Lucifer arriving!"

1815, "The Lucifer is launching fighters at our transports!"

1816, "Omega 1 has been destroyed."

1817, "We've lost Omega 2."

1818, "Omega here, we're taking massive damage!"

1819, "Our hull is at critical!"

1820, "Pilots, this mission is finished.  Jump back to base."

; mm3-06a.fs2

1821, "Black Omega"

1822, "Journey to Altair, Part 3.  Multiplayer Only.  Max Respawns 3.  Suggested Respawns 1."

1823, "We have successfully extracted the records from Altair IV.  They have been partially deciphered, and are being moved back to Terran Space.  Omega transports will once again be handling the movement of the scientists and the records."

1824, "We have successfully extracted the records from Altair IV.  They have been partially deciphered, and are being moved back to Terran Space.  Omega will once again be handling the movement of the scientists and the records."

1825, "Unfortunately, the Altair system is still controlled by the Hammer of Light.  One of their flagships, the Anvil, is stationed here, and has gotten word of our presence in this system.  It is currently blocking the vector to the subspace node."

1826, "The Anvil carries with it a powerful contingent of Vasudan fighters.  Intelligence reports two squadrons: one of advanced Thoth space superiority fighters, and one of Horus Interceptors.  These fighters have defended the Anvil well."

1827, "Intelligence has also detected the presence of a third wing of Vasudan bombers in the system.  They will undoubtedly try to attack our fleeing transports."

1828, "Intelligence has also detected the presence of a third wing of Vasudan bombers in the system.  They will undoubtedly try to attack our fleeing transport."

1829, "Your strike force will once again consist of Alpha, Beta and Gamma wings.  Gamma will provide escort for Alpha while Alpha attacks the Anvil.  Beta will ensure the safety of the transports and maintain our fighter superiority."

1830, "The Anvil must be destroyed.  We are equipping Alpha with Harbinger bombs.  These bombs require exact placement and careful maneuvering, but will do massive damage to the Anvil.  Beta and Gamma must ensure that the Harbingers reach their target."

1831, "Our primary goal, however, is to ensure that Omega 1 and Omega 2 reach the jump node.  Destroying the Anvil is the best way to ensure that this goal is accomplished.  This mission is of grave importance.  Do not fail, Pilot.  Good luck."

1832, "Our primary goal, however, is to ensure that Omega 1 reaches the jump node.  Destroying the Anvil is the best way to ensure that this goal is accomplished.  This mission is of grave importance.  Do not fail, Pilot.  Good luck."

1833, "You lost both transports.  This is a catastrophe.  Terran Command viewed this mission as our last hope.  The Lucifer is about to enter the jump node to Sol system and we have no means of stopping it.

There is nothing we can do from here.  
Dismissed."

1834, "If worse comes to worst, let Omega 2 die, and go straight for the Leo bombers.  Once you've destroyed the Leos, you can simply order everyone to engage fighters, and you should have little trouble escorting Omega 1 to the jump node."

1835, "Mission accomplished, Pilot.  We haven't yet been briefed on the full importance of the ancient records, but Terran Command is extremely pleased.  Further orders are expected soon."

1836, "At least we were able to save one of the transports.  We lost half the data, but the half you retrieved just might be enough.  In ordinary circumstances, we'd reprimand you pilot.  But in these circumstances we have no choice but to put you back into battle.  The final conflict looms.  All our forces are gathering for a last counterstrike."

1837, "If you are having trouble keeping both transports alive, keep this in mind:  The Leo squadron of bombers has only 4 bombers.  Destroy them as quick as possible, and you are free to worry about Omega 2.  If you can't destroy the Typhon, at least try to disable it with disruptor missiles while Omega 2 flies by."

1838, "It is impressive that you managed to destroy a primary flagship of the Hammer of Light.  Perhaps this will put an end to their resistance.  Fighting the Hammer of Light has been a great strain on the Terran-Vasudan alliance."

1839, "For this we are awarding you the Medal of Honor.  This is a rare and coveted medal given only to the finest pilots in the GTA.  Congratulations."

1840, "Ancient Records"

1841, "Escort Omega to the jump node"

1842, "Escort both Omegas to the jump node"

1843, "Destroy the Anvil"

1844, "We're taking a heavy beating here!"

1845, "It doesn't look like we're gonna make it!"

1846, "We're jumping out now, sir."

1847, "It looks like we made it.  Jumping to Deneb."

1848, "The Anvil taking a pounding.  Just a few more bombs."

1849, "The Anvil is down!  Nice work Alpha!"

1850, "We've lost all our bombers, sir.  Destroying the Anvil is not possible."

1851, "Leo bombers are down!  Concentrate on protecting Omega 2."

; S-Gauntlet.fs2

1852, "Shivan Gauntlet"

1853, "The player runs the Gauntlet against an ever-increasing rush of Shivans.  Wow."

1854, "Welcome to the Shivan Gauntlet, Pilot.  In this mission, you will be pitted against many hostile Shivan ships."

1855, "There will be 5 waves of Shivan enemies.  Each wave will be comprised of 3 to 6 groups of enemy ships.  After clearing the final wave, you will have run the Gauntlet.  Doing so will win you a certain level of honor and privilege within the League of Defense.  Good luck, Pilot."

1856, "While you were able to survive the first phase of Shivan enemies, you were unable to meet the challenge presented to you by the other waves.  Your performance was what we would expect from a rookie fresh from flight school.  If this is how you fight, pray you get a desk job."

1857, "You were able to survive two phases of Shivan enemies before you evacuated the Gauntlet.  This was a marginally satisfactory performance, one that we might expect from an Alliance reserve pilot.  Don't worry about your job security, though.  The Alliance is always in need of cannon fodder."

1858, "You conquered three phases of Shivan fighters before conceding defeat.  You performed well and with honor.  If you ever feel particularly adventurous, you might want to attmept to defeat all of the ships in the Gauntlet.  Well done, Pilot."

1859, "You almost ran the entire Gauntlet, Pilot.  Excellent job.  Very few pilots could ever hope to emulate your accomplishment.  You might want to consider meeting the final challenge of the Gauntlet sometime in the future.  Dismissed."

1860, "You successfully ran the Gauntlet, Pilot!  Congratulations!  To recognize your skill as a fighter pilot, the Alliance will send you into tremendously risky and dangerous battle situations.  As long as the Shivans threaten us, you will be there, leading our forces to both victory and glorious death.  Your skill inspires confidence in your fellow pilots and in the Alliance.  Good job."

1861, "Destroy Phase 1"

1862, "Destroy Phase 2"

1863, "Destroy Phase 3"

1864, "Destroy Phase 4"

1865, "Destroy Phase 5"

1866, "Your hull can't take much more, Pilot.  You might want to leave."

1867, "You can either jump out now and claim an honorable victory, or you can choose to continue the Gauntlet by pressing $c$."

1868, "You can either choose to jump out now and claim a reputation as a skilled pilot, or you can attempt to finish the Gauntlet.  Press $c$ to continue."

; SilentThreat.fc2

1869, "As the Great War rages on, you've been commissioned by the GTI (Galactic Terran Intelligence) for special intelligence operations.  In a matter of National Security, you've been asked to go behind enemy lines in order to preserve the fragile space treaty.  Is the GTI setting you up or are the Shivans spreading their evil rage?

This is the original Silent Threat by Volition.  We recommend playing the enhanced Silent Threat: Reborn."

; sm1-01a.fs2

1870, "Eve of Destruction"

1871, "First mission in Act 1, built-in campaign for FreeSpace."

1872, "$b * $b GTD $b Galatea
$b * $b Betelgeuse $b System
$b * $b 1/10/35

$b Operation $b Thresher

Operation Thresher in the Antares system did not proceed as planned.  Terran Command estimates Terran losses at 504 pilots dead, fourteen missing and presumed dead.

The Vasudan foothold on Vasuda Prime and the subspace node remains solid.  However, their supply lines have been cut off, which means they are most likely lacking reinforcements and supplies.

Expect more news on that front in tomorrow's briefing."

1873, "$b Rumors

There have been many rumors about the appearance of another sentient species.  These are rumors, nothing more.  Investigation of the Ross 128 attack has determined nothing.

Concern yourselves with the known enemy, the Vasudans.  There is to be no more talk of phantom ships."

1874, "$b New $b Pilots	
	
Let this serve as a ''welcome aboard'' to all newly-arrived pilots aboard the Galatea.  Since you're here, your flight records must speak highly of you already.  Serve the Galatea well, she's a fine ship.	
	
Report to your flight stations at 0830 for your squadron briefings."

1875, "$b Technologies

Familiarize yourself with the specifications of the GTD Orion-class destroyer, the Apollo Space Superiority Fighter, and the ML-16 Laser.  Information on all of these can be found in the Tech Room."

1876, "The GTC Orff was destroyed during your watch.  Dozens of lives were lost due to your poor performance.  This catastrophe will surely result in an increased Vasudan presence in the system.

There is no place for you in the GTA.  You are dismissed."

1877, "If you kill the Vasudan fighters before they reach the Orff, they will not be able to harm it.  Concentrate on one fighter at a time.  When it's destroyed, move to the next."

1878, "Despite your efforts, Vasudan fighters escaped from the system.  When we allow them to elude us, Pilot, we appear weak.  We won't tolerate this sort of embarassment again."

1879, "If you are having trouble killing the Vasudans, try launching missiles.  MX-50s automatically seek out a hostile target if it is within range."

1880, "Next time, try to ensure the safety of your wingman.  If he requests help, try to find who is attacking him and attack them yourself."

1881, "Never, ever leave a battle until you are sure the battle is over.  Wait till all your mission goals are resolved, or you are ordered to return to base."

1882, "Ensure no hostiles escape."

1883, "Just follow my lead.  You'll be fine."

1884, "We've got more coming in!  Make sure they don't reach the Orff, pilot!"

1885, "More bandits incoming.  This looks like more than a scouting wave."

1886, "I don't think I'm gonna make it!"

1887, "We'd better get relieved soon.  I can't take much more!"

1888, "I'm losing navigation!  I need you to cover me, Alpha 1!"

1889, "Alpha, you stand relieved of your watch.  Return to base."

; sm1-02a.fs2

1890, "The Field of Battle"

1891, "There have been a number of recent attacks by the Vasudans in the Betelgeuse system.  They have been making strikes on Terran convoys en route to the Betelgeuse-Antares jump point.  The Vasudan attacks have been staged from a nearby asteroid field."

1892, "Terran Intelligence is certain that there are four small attack wings responsible for the attacks on our convoys.  There have also been reports of a Vasudan ace piloting one of the Seth class fighters in that area."

1893, "Terran Intelligence is certain that there are four small attack wings responsible for the attacks on our convoys."

1894, "You are to sweep the asteroid field and take out the four Vasudan attack wings.  Be aware that the asteroids will be causing interference with your sensors.  You won't be able to target the Vasudans until they are near, but they won't see you either."

1895, "If you encounter the Vasudan ace, you may use your discretion as to whether or not to engage him.  Keep in mind that your primary objective is to take out the four attack wings.  Check your loadouts and commit when ready."

1896, "Nicely done, pilot.  By destroying the Vasudan attack wings you have helped to ensure that our convoys will make it through this subspace node."

1897, "Dispatching the Vasudan Ace showed outstanding skill, pilot.  You and your squad are to be commended."

1898, "We are awarding you the Distinguished Flying Cross for this accomplishment."

1899, "Since you were unable to take out the Vasudan attack wings, other pilots will need to risk their lives to do your job.  We need results from pilots like you if we expect to keep a foothold in these systems.  Dismissed!"

1900, "Don't get too far ahead of your wingmen, or they won't be able to assist you.  If you get in trouble, use the Comm menu to request cover.

Using missiles on the Vasudans early on can make it easier to take them out with guns.

If you are having trouble finding the Vasudans, try flying towards their general vicinity by following your radar.  If you wait long enough, they'll probably come to you."

1901, "We understand that you did not engage the Vasudan Ace.  It is understandable, given the skill of your opponent.  Still, it would have been a blow to the Vasudans' morale if he had been defeated."

1902, "If you feel you are good enough to take out the ace, then engage him.  Confidence is important for any GTA pilot."

1903, "Find Hostiles"

1904, "Destroy All Vasudan Wings"

1905, "Destroy Vasudan Ace"

1906, "Sensors inoperative.  Target visually until you're close to the hostiles."

; mdu-20.fs2

1907, "All enemy wings are down.  Nice work Alpha 1."

1908, "Vasudan Ace in the area!"

; mdu-03.fs2

1909, "Sensors can now lock wing Aries."

1910, "Cancer wing on radar."

; sm1-02a.fs2

1911, "Targeting Pisces wing now."

1912, "Virgo wing on scope."

1913, "The asteroid field is clear, Alpha wing.  Return to base."

; mdu-20.fs2

1914, "Vasudan Ace eliminated."

; sm1-02a.fs2

1915, "I can't target any hostiles."

; mdu-03.fs2

1916, "Asteroid field interfering with sensors."

; sm1-02a.fs2

1917, "Let's follow the blips on radar."

1918, "That's one wing down."

1919, "Half of the Vasudans eliminated."

1920, "Only one more wing."

1921, "I think they're over here."

; sm1-03a.fs2

1922, "Small Deadly Space"

1923, "Terran Intelligence has detected unusual activity in the Vasudan cargo depot at Antares.  You are to destroy all hostiles in the area.  When the area is clear, our salvage crews will pick up the cargo for analysis.  Do not destroy any cargo."

1924, "The contents of the cargo containers is unknown.  Due to the unusual activity, GTA intelligence suspects they have military value."

1925, "You will be flying this mission with Epsilon wing from the 3rd squadron.  Delta wing will be available for reinforcements, if necessary.  If you get in trouble, don't hesitate to call them in."

1926, "Reconnaissance missions have determined that there are typically two wings of Vasudan fighters guarding the depot.  The fighters are your primary concern."

1927, "Recon has also determined that this depot is heavily used.  Taking control of it will seriously impede Vasudan attacks from this system in the future."

1928, "It is likely that there will be freighters in the area transporting cargo.  All Vasudan vessels must be destroyed!  None must escape as they will surely bring reinforcements."

1929, "Expect to find armed freighters in the area transporting cargo.  All Vasudan vessels must be destroyed!  None must escape as they would surely bring reinforcements."

1930, "Once you have secured the area, the $f GTC $f Orff will arrive and maintain watch over the outpost.  Good luck, pilot.  GTA Command out."

1931, "The destruction of the Vasudan fighters was very important.  Not only have we gained control of that depot but we've shown the Vasudans in this sector we are not to be trifled with."

1932, "Elimination of the Vasudan freighters will hinder the transport of necessary supplies to their forces in that sector."

1933, "All Vasudan cargo was captured and brought to our base.  Intelligence will analyze it."

1934, "It appears that among the cargo were some stolen weapons prototypes.  We had feared that the Vasudans had already found and moved them from the area.  Recapturing the weapons would have been a great victory.

Unfortunately, the contents of this cargo were stolen by a traitor, flying the Omega transport.  These prototypes will need to be recovered."

1935, "Because the Vasudan freighters escaped, we can expect their forces to be on the alert in this system.  This is a serious failure, pilot."

1936, "Concentrate on killing the freighters before they have a chance to depart.  It might be wise to order your wingmen to attack one while you take out the other."

1937, "Some of the cargo containers were lost in the skirmish.  The salvage crews recovered what they could.  The GTA will analyze the container contents in the hope that it will aid us in the war."

1938, "Take care when firing near the containers.  Stray shots can easily destroy the fragile cargo."

1939, "It appears there weren't many Vasudan reinforcements available.  It is fortunate that you were able to destroy them."

1940, "It appears that the Terran Elysium transport (Omega) hauled away the contents of one of the containers.  We are not sure who was aboard the transport, but Intelligence suspects it's a group of renegade humans.  We are attempting to locate the transport now."

1941, "Watch the Omega carefully.  Knowing what it is taking might be extremely useful."

1942, "You were ordered to secure the area until the GTC Orff arrived.  You failed.  The GTA would be better off giving you and your squadron desk jobs."

1943, "Use all available weapons to ensure the destruction of the enemy fighters.  If your wingmen are in trouble, try to provide cover for them."

; mdu-03.fs2

1944, "Ammunition"

; mdu-23.fs2

1945, "Weapon Prototypes"

; mdu-03.fs2

1946, "Engine Parts"

; sm1-03a.fs2

1947, "Food Supplies"

; mdu-03.fs2

1948, "Destroy Freighters"

; mdu-19.fs2

1949, "Destroy Scorpio"

; sm1-03a.fs2

1950, "Wait for Orff"

1951, "Secure area until Orff arrives."

1952, "Protect the cargo containers."

1953, "Find Weapon Prototype"

1954, "Eliminate all Vasudan freighters."

1955, "Destroy reinforcement ships"

1956, "More Vasudan fighters arriving.  They're destroying their own cargo!  Stop them!"

; mdu-03.fs2

1957, "Cargo depot sighted, Sir.  Moving in to attack."

; sm1-03a.fs2

1958, "Reading 5 enemy fighters."

1959, "All enemy fighter wings down."

1960, "Enemy fighter wing down!"

1961, "Vasudan Freighter 1 is down!  Watch out for the blast!"

1962, "Freighter 2 is going down!  Stay away from the explosion!"

1963, "Freighter 1 has jumped out!  Watch for reinforcements!"

1964, "Freighter 2 has escaped!  Vasudan reinforcements are likely!"

1965, "Looks like the freighter called for help!"

1966, "Cargo depot secure."

; mdu-03.fs2

1967, "This is transport Omega, en route to collect cargo."

; sm1-03a.fs2

1968, "Thanks for your help, Alpha 1."

1969, "Looks like weapon prototypes are here after all.  Good job, Alpha 1."

1970, "We'll take over now,  Alpha 1.  Thanks for your assistance."

1971, "This looks like a good time to rearm."

; sm1-04a.fs2

1972, "Avenging Angels"

1973, "A mission in which the player is sent to stop a traitor and the exchange of military technology with the enemy."

1974, "$b * $b GTD $b Galatea
$b * $b Antares $b System
$b * $b 1/15/35

$b Lt. $b McCarthy

Terran Command has informed us that Lt. Alex McCarthy, formerly stationed onboard the GTD Intrepid, has defected to the Vasudans along with an unknown number of fighters and several personnel.  

He has also managed to steal the plans for the Avenger prototype cannon.  These need to be recovered immediately.

Vasudan agents under Terran control have leaked information regarding McCarthy's plans to the Antares system.  Since the Galatea is already in Antares, we have been assigned to lead an attack on McCarthy's forces."

1975, "This operation is to be carried out by the numbers.  Traitors to the Terran cause are not to be tolerated.  McCarthy will serve as an example when he is brought in."

1976, "$b New $b Technology: $b Valkyrie $b Interceptor

The Galatea has received a full complement of the new Valkyrie Interceptor Fighters.  

Some of you may remember the Angel Scout Fighter.  It has been completely modified and fitted with two additional engines, making it the fastest fighter in the fleet.  It has been re-designated the Valkyrie.  It should enable you to make short work of enemy fighters.

Report for mission briefing in twenty minutes."

1977, "Plans for the Avenger weapon prototype have been stolen by Lt. McCarthy.  His transport has been located here in Antares.  It has been designated $h Omega."

1978, "One of McCarthy's accomplices has been captured, and has revealed his intentions for the stolen plans.  Not surprisingly, McCarthy intends to sell the Avenger to the Vasudans.  His Vasudan contact has been designated $h Rasputin."

1979, "Your squadron will arrive before the exchange takes place.  You are to destroy all hostile fighters, including any renegade Terrans.  However, we want McCarthy alive.  Your ships have been equipped with Disruptors suitable for disabling the engines on the Omega."

1980, "Alpha wing and Beta wing, each consisting of four fighters, will be sent in to carry out the mission.  You will jump in approximately six kilometers away from the exchange.  Get to the Omega as soon as possible."

1981, "Expect to encounter significant resistance.  Beta wing will focus on attacking the Vasudan forces.  Alpha wing will be expected to disable the Omega.  Request Beta wing's assistance if necessary."

1982, "After McCarthy's transport is disabled, the $f GTT $f Comet will jump into the area and dock with it.  You are to ensure the safety of the Comet, especially during the docking operation with Omega."

1983, "After the Comet and the Omega have left the area, it is your responsibility to eliminate any remaining hostiles.  Once the area is clear, you are to jump back to the Galatea."

1984, "Note that you will be required to engage Terran pilots.  These pilots are traitors to the Alliance, and no quarter should be given.  Thousands of lives are at stake.  Do not hesitate to use deadly force on the traitors.  They are your enemy."

1985, "If you encounter significant resistance or experience severe losses, $f Delta wing will be sent by Terran Command to assist.  If further assistance is needed, call in $f Epsilon wing, as well.  Good luck, pilot."

1986, "We wanted McCarthy taken alive, Pilot.  Your squad's lack of control is disturbing.  We are not pleased with this."

1987, "Make sure you use your disruptors when trying to disable McCarthy.  They do minimal damage to a ship's hull, while inflicting normal damage on its electronics and subsystems.  Once Omega is disabled, hostile ships may try to destroy him.  Make sure they do not."

1988, "We were able to recover the Avenger prototype.  Good job.  McCarthy has been apprehended and will go to trial soon."

1989, "We were not able to recover the stolen Avenger prototype.  This was your primary objective, and you failed.  	
	
The Vasudans will surely use this against us in future encounters."

1990, "Make sure you disable the Omega as soon as possible in order to recover the prototype.  Once the Omega's engines are destroyed, the GTT Comet will arrive and capture the Omega."

1991, "This section has been removed"

1992, "Intelligence has told us that you were cautious and managed to disable the Rasputin.  Key Vasudan personnel were on board, and their capture will assist our cause.  

This was an intelligent decision on your part, and you are to be commended for your attention to detail.

Intelligence has requested that you be awarded a Commendation Medal for your part in this capture."

1993, "Unfortunately, the Rasputin got away from us.  This is not a major loss, but every Vasudan that escapes will cost us in the long run."

1994, "Taking out enemy transports is always a good idea.  But destroying them isn't your only option."

1995, "The Rasputin and all of its contents were destroyed.  Excellent work.  It is very likely that key Vasudan personnel were on board."

1996, "The destruction of the Vasudan transport is not your only alternative.  Perhaps it would be beneficial to the Alliance if the transport were captured."

1997, "Avenger Prototype"

1998, "Destroy Traitors"

1999, "Disable Omega"

2000, "Disable and capture the Omega."

2001, "Disable and capture the Rasputin"

2002, "Alpha wing here."

2003, "Beta wing ready."

2004, "Goin' in hot.  Target Omega's engines."

2005, "McCarthy, you are ordered to power down."

2006, "I answer to a higher authority!"

2007, "Fire at will, pilots!"

2008, "Omega disabled."

2009, "GTT Comet, Omega is disabled.  Jump in now."

2010, "GTT Comet here.  On docking approach to Omega."

2011, "We have docked with Omega."

2012, "We are leaving system with Omega."

2013, "Don't you understand what happened at Ross 128?"

2014, "The Vasudans are the least of our worries."

2015, "The Omega has been destroyed.  This mission is a failure."

2016, "The Vasudan transport Rasputin has been destroyed."

2017, "The Omega has been captured."

2018, "Omega has been disabled."

2019, "Intelligence here.  We have orders to capture the Rasputin."

2020, "Rasputin has been captured."

2021, "Virgo is attacking the Omega!  Protect Omega!"

2022, "Damn!  The Rasputin has already left."

; sm1-05a.fs2

2023, "Out of the Dark, Into the Night"

2024, "A routine escort mission past Vasudan guerilla fighters turns into something far more sinister..."

2025, "With the Antares system nearly secure, Command has decided that the $f GTSC $f Plato will carry the prototype for the Avenger Attack Cannon through the Antares system.  It will proceed to the Ribos system, where production of the Avenger will begin."

