#Default

; cutscenes.tbl

You will be held in custody here on the Repulse pending your execution at 1900 hours.  I assure you, it will not be pretty."

3018, "Move quickly to destroy the Shivan transports before they can dock with the Ratna.  Stay close to the Abaddon's belly, because it's only a short hop from the hangar to the cruiser."

3019, "Pilot, this failure is inexcusable!  Your incompetence has cost us months of research and set us back years in our efforts to understand the Shivans.  The GTI expects top-notch performance from its pilots, and your egregious failure on such an important mission has permanently ended your career.

You will be held in custody here on the Repulse pending your execution at 1900 hours.  Your superiors on the Krios will be informed that you were killed in action."

3020, "Watch the Ratna's hull integrity.  Also keep an eye on the ships attacking the freighters, since any stray shots may hit the Ratna."

3021, "Well done, pilots.  Despite fierce resistance, the GTI was able to recover the Ratna and its cargo.  Shivan strategies are difficult to predict, and we did not anticipate them sending a destroyer to capture a mere science cruiser."

3022, "The destruction of the SD Abaddon is a major blow for the Shivans.  Your performance in this operation was most impressive."

3023, "According to reports from Beta Aquilae, the GTI received sufficient research to continue Project Eumenides as originally planned.  This technology will benefit the GTA immensely in our fight against the Shivans.  Research and Development estimates that the first of these next-generation weapons, the EMP Missile, will be available for field testing within the month.

I have been informed by Command that the flight records for this mission have been classified Level Omega.  As such, I am required to notify you that divulging any information about this mission, directly or indirectly, to any persons other than those specifically authorized by Galactic Terran Intelligence, is a treasonous offense, punishable by death.

That is all.  Dismissed."

3024, "We recommend that you pretend this mission never happened, pilot."

3025, "Destroy Shivore"

3026, "Escort Lambda 1"

3027, "Escort Lambda 2"

3028, "Destroy SD Abaddon"

3029, "Escort the GTSC Moreau"

3030, "Escort the GTSC Idun"

3031, "Escort the GTSC Ratna"

3032, "Destroy the SD Abaddon"

3033, "<Unable to identify signal>"

3034, "Oh my god... no..."

3035, "Aaaaaaaaaah!"

3036, ">>> WARNING: Unidentified structural threat <<<"

3037, ">>> Threat removed <<<"

3038, "<Unidentified transmission>"

3039, "I hate escort missions.  Three hours of boredom for five minutes of action, if you're lucky."

3040, "No kidding.  Wish I could put my fighter on autopilot and take a nap."

3041, "Pilots, stay alert!  The cargo on these cruisers is extremely valuable to the GTI."

3042, "Shivan wing arriving!  Take your feet off the dashboard, pilots, we've got bandits to kill."

3043, "What was that?"

3044, "What was what?"

3045, "I thought -- ah, never mind."

3046, "There!  That!"

3047, "I hear it too."

3048, "Probably just a communications murmur, pilots.  Don't get jittery."

3049, "What IS that?"

3050, "Pilots, the Moreau's comm system is none of your business.  Do your job!"

3051, "Bridge!  Command!  They're gone!  They've escaped!"

3052, "What was that, Lieutenant?"

3053, "Do you hear me, they're gone!  The whole lab is trashed, the scientists are dead!  Get a team down here now!"

3054, "Moreau, come in!  This is Terran Command!  Moreau, please respond!"

3055, "What the hell...?"

3056, "Command!  They've broken loose -- all of them!  Send a transport -- they're everywhere!"

3057, "Command!  Help!  Get us out of here!"

3058, "Something landed on my fighter!  I can't --*"

3059, "Pilots, we are revising your mission objectives.  Maintain your escort of the Ratna.  Stand by for further orders."

3060, "Stuff it, Command!  What is going on here?  What did you have in those cruisers?"

3061, "Pilots, you must not allow the Shivans to gain control of the Ratna.  Protect it at all costs!"

3062, "With what, sticks?  They're swarming us!  Scuttle the Ratna and let's get out of here!"

3063, "Negative, pilots!  Maintain your stations -- that's a direct order!  Reinforcements will be available shortly."

3064, "Pilots, a Shivan transport is en route to dock with the Ratna!  Destroy it immediately!"

3065, "A second transport has left the Abaddon's docking bay!  Destroy it before it can dock with the Ratna!"

3066, "A third Shivan transport has arrived!  Do not allow it to dock with the Ratna!"

3067, "We are launching Delta and Epsilon wings to assist.  Stand by."

3068, "Iota wing will attempt to disarm and disable the Abaddon.  Use the distraction to your advantage."

3069, "The Abaddon has been destroyed.  Excellent work!"

3070, "The Maelstrom has been destroyed!"

3071, "We have destroyed the Wormwood!"

3072, "Pilots, we must recover the Ratna intact.  We are deploying Lambda 1 to tow the cruiser to Beta Aquilae."

3073, "Lambda 1 is down!  We are preparing Lambda 2."

3074, "Lambda 2 has been destroyed!  We are sending out Lambda 3."

3075, "We're under attack!  Pilots, assist!"

3076, "We're taking hits!  Please provide cover!"

3077, "The Ratna has been captured!  Return to base immediately!"

3078, "We've lost the Ratna!  Pilots, return to base immediately!"

3079, "We have docked with the Ratna.  Proceeding to jump node."

3080, "We have docked with the Ratna.  Cover us, pilots."

3081, "The Ratna is safely on its way to Beta Aquilae.  Good work, pilots."

3082, "GTD Repulse now on station.  Pilots, sit tight!  Help is on the way."

3083, "All this over a little science cruiser?  What on Earth is it carrying?"

3084, "Pilots, we are launching Kappa wing to destroy the Abaddon.  Provide cover."

3085, "Kappa wing has been destroyed.  Return to base, pilots -- there's nothing more we can do here."

3086, "Command, what is a DEMON CLASS DESTROYER doing in Antares?!?"

3087, "Pilots, do NOT engage the Abaddon.  Maintain full escort of the Ratna!"

3088, "Look at that thing!  It's cradling the Ratna like a baby!"

3089, "The Ratna is out of range of the Abaddon!  Pilots, keep close to the freighter and ensure that it jumps out safely.  We'll distract the Abaddon for you."

3090, "Transmitting jump coordinates now.  All ships, return to base."

; str07.fs2

3091, "The GTI begins their offensive against the Shivans.  The first step is to attack a series of cargo convoys."

3092, "* GTD Krios
* Ribos System
* 5/10/35

The Shivans

Vasudan forces have secured Vasuda, Deneb, and Sirius, while Terran forces are making rapid progress on the Vega and Betelgeuse fronts.  Isolated cells of activity are being crushed in Alpha Centauri, Aldebaran, and Regulus.  Inexplicably, all Shivan activity in the Capella colonies has vanished.

The bulk of the Shivan armada appears to be retreating to Ikeya and Ross 128, where they will likely make their stand and possibly attempt a counterattack.  However, GTA tacticians doubt their chances of success.  Experts have observed that the Shivans appear to be lacking ordered leadership and coordination."

3093, "Our Mission

While the remainder of the fleet is hunting down the Shivans in Terran and Vasudan space, Special Ops has been charged with softening up the fleeing armada as they attempt to regroup.  Your next series of missions will involve surgical strikes against overwhelming odds deep in Shivan territory.  Fortunately, we have some new tools to assist us."

3094, "New Technology: Shield Breaker

The new Shield Breaker is a special-issue weapon developed specifically for this campaign.  Designed as an anti-Shivan weapon, the Shield Breaker is an electromagnetic energy disruptor, inflicting massive damage to enemy defensive systems.  This weapon causes no structural damage, but coupling it with an anti-hull cannon such as the Prometheus will be effective against heavily shielded fighters and bombers.  The Shield Breaker has greater weapons compatibility and energy efficiency than the Banshee."

3095, "New Technology: GTB Zeus

Research and Development has completed field testing of the Zeus strike bomber.  Like the Athena, its predecessor, the Zeus offers excellent speed and maneuverability.  Additionally, more efficient design enables the Zeus to carry Tsunami space bombs in its arsenal.  These features will make the Zeus a versatile and effective weapon against medium-sized targets."

3096, "Recent victories have forced the majority of the $h Shivan fleet to fall back to the initial systems in which they appeared, $h Ikeya and $h Ross $h 128.  Recon has located waves of heavily escorted Shivan convoys heading to Ikeya from Ribos.

Our mission here is twofold.  First, we will shut down the Shivan convoys and sever their supply lines.  Second, we will capture the cargo and analyze its contents."

3097, "Your squadron will enter the system between convoys.  You must quickly eliminate any Shivan fighters guarding the node.  Once the area is secured, our forces will set up an ambush."

3098, "Sentry guns will be dropped near the Ikeya jump node to intercept any escaping ships.  Alpha and Beta wings will destroy all Shivan freighters and transports, leaving the cargo intact.  Our own freighters will then pick up the cargo and depart."

3099, "We estimate we will be able to intercept at least three waves of transports before the Shivans are alerted to our plan.  In case of any unforeseen developments, await orders from Command.

Report to the flight deck immediately."

3100, "You allowed a significant part of the Shivan force to escape.  Although we were successful in neutralizing most of the Shivan supply line, the surviving ships will undoubtedly cause trouble for our forces later on.  Your failure will cost us lives and ships we should not have to lose."

3101, "Disabling the freighters will prevent them from escaping.  Alternatively, use Disruptor Missiles to temporarily knock out their systems."

3102, "Excellent work, pilot.  Your performance in this mission was outstanding.  Shivan supply lines to Ikeya have been cut off and we now have full control over this subspace node."

3103, "Good work, pilot.  Our containment operation was effective in neutralizing most of the Shivan supply line.  The few surviving ships are unlikely to provide significant reinforcement to the Shivan position in Ikeya.  Still, GTI prides itself on going above and beyond the call of duty, and our failure to destroy every ship mars our record somewhat."

3104, "You also destroyed all hostile targets, including several fighter wings and the Cain cruiser Maus.  You and your wingmen are to be commended for this accomplishment."

3105, "Unfortunately, not all the cargo was recovered.  Some of our recovery craft were destroyed by the Shivan cruisers.  With the Shivans being destroyed or disappearing all over Terran-Vasudan space, we must gather all the data about them we can while we still have the opportunity."

3106, "If you can take out some of the cruisers' turrets with Phoenix or Stiletto missiles, the transports should be able to jump out safely."

3107, "Unfortunately, not all the cargo was recovered.  Theta wing never arrived at the designated GTI rendezvous.  Command is officially listing them as MIA until evidence can be found to the contrary, but it is unlikely that they could have been intercepted by the Shivans.  Keep your eyes open for any unusual activity in the future."

3108, "Despite the odds, you stood and faced the Genma cruisers and assisted the Monitor and Leto in their defense of the node.  Your actions have saved many lives.  For going above and beyond the call of duty, you are awarded the Meritorious Unit Commendation.  Well done."

3109, "Despite the odds, you stood and faced the Genma cruisers and assisted the Monitor in its defense of the node.  Your actions have saved many lives.  For going above and beyond the call of duty, you are awarded the Meritorious Unit Commendation.  Well done."

3110, "For demonstrating exceptional skill in combat, you are hereby awarded the Distinguished Flying Cross."

3111, "Don't leave before the order is given.  The mission is called 'The Wait' for a reason, you know."

3112, "Sentry guns"

3113, "Troops"

3114, "Chemicals"

3115, "Pilots"

3116, "Armor plating"

3117, "Engine components"

3118, "Sensor arrays"

3119, "Plasma conduits"

3120, "Fighter parts"

3121, "Destroy First Convoy"

3122, "Destroy Second Convoy"

3123, "Destroy Third Convoy"

3124, "Destroy SC Maus"

; str05-old.fs2

3125, "Destroy Durja"

; str07.fs2

3126, "Destroy first convoy"

3127, "Destroy second convoy"

3128, "Destroy third convoy"

3129, "Recover cargo"

3130, "Destroy all other hostiles"

3131, "Destroy Genma cruisers"

3132, "We're on station, Command.  There are four Scorpions protecting the node."

3133, "Confirmed, pilots.  Eliminate the fighters and any other Shivan forces in the area."

3134, "Affirmative.  We are engaging!"

3135, "All hostiles eliminated, Command.  The node is clear."

3136, "Good!  We will now initiate our ambush operation.  Deploying Epsilon wing."

3137, "Epsilon wing now on station."

3138, "Epsilon, your orders are to engage the convoy escort fighters.  Leave the freighters and transports to Alpha."

3139, "Understood, Command."

3140, "We are tracking the first convoy through subspace.  It should enter the area within the next few minutes."

3141, "So we're supposed to just sit here and wait?"

3142, "That is correct, Beta 2.  Be patient.  Rearm if you need to."

3143, "So, how do you like these new Zeus bombers?  Miles better than the Athena, if you ask me.  And they've got that new-fighter smell."

3144, "Tell me about it!  I can't wait to slam some Tsunamis into those freighters.  It handles almost as well as the Herc, to boot."

3145, "You'll soon get the chance to try them out, pilots.  Shivans will be arriving any minute now."

3146, "Minelayer 01 is in system.  We are dropping Cerberus sentry guns."

3147, "Sentry gun placement is fifty percent complete."

3148, "Mine laying complete.  We are returning to base."

3149, "Freighters on station to pick up Shivan cargo.  Moving to positions near the node."

3150, "Okay, there's the first convoy.  Just like in the briefing, Command."

3151, "Excellent.  Engage and destroy the convoy.  Be sure to preserve the cargo."

3152, "Roger that, Command.  All right, Beta, keep those fighters off us."

3153, "Affirmative.  Watch out for the crossfire!"

3154, "Convoy one is down, Command.  All cargo is intact."

3155, "This is Theta 1.  Cargo recovery successful.  Departing now."

3156, "We are tracking the second convoy now.  Expect it to arrive momentarily."

3157, "The second convoy is down, Command.  There's nothing left but debris and cargo."

3158, "The third convoy is inbound.  It appears to have gained additional escort.  Be ready!"

3159, "Additional escort?  No kidding!  I'm reading four Dragons and a Cain!"

3160, "The third convoy has been destroyed.  Well done, pilots."

3161, "One of the freighters has made the jump to Ikeya."

3162, "A transport has escaped.  Don't let the fighters distract you, Alpha."

3163, "A Shivan bomber wing has made the jump."

3164, "The SC Maus has escaped to Ikeya!"

3165, "We have destroyed the SC Maus."

3166, "Shivans are attacking our recovery craft.  Protect them, pilots!"

3167, "Command, I'm reading two Lilith cruisers!  Request status update!"

3168, "Stand by, pilots.  Reinforcements are being deployed to secure the node.  Engage Genma wing at your discretion."

3169, "GTC Monitor and GTC Leto now on station.  Delta bombers are engaging the cruisers.  Alpha and Beta, you may return to base."

3170, "GTC Monitor now on station.  Delta bombers are engaging the cruisers.  Alpha and Beta, you may return to base."

3171, "Delta wing, going in for the kill.  Cover us, Epsilon."

3172, "Both Shivan cruisers have been eliminated.  Well done.  Alpha, return to the Krios immediately for debriefing."

; str08.fs2

3173, "The Shivan cruiser group Hellfire is on its way to reinforce the main Shivan battlegroup.  Your squadron's task: interception."

3174, "Reconnaissance has observed a Shivan cruiser group, designated $h Hellfire, en route to the $b Ikeya jump node.  If $h Hellfire reaches its destination, it will be reunited with the main Shivan fleet."

3175, "$h Hellfire consists of four cruisers, both Cain and Lilith class, with a fighter escort of ten to fifteen ships.  Normally we would send the $f Krios to reinforce the node blockade, but this information was acquired at the last minute and we don't have time for a full deployment."

3176, "Instead, your squad will intercept and destroy as much of the Shivan force as possible.  Beta and Delta will engage the cruisers.  Alpha and Gamma will defend the bomber wings and neutralize the fighter threat."

3177, "If $h Hellfire is stopped, we can expect a decisive victory in $b Ikeya.  If $h Hellfire gets through, the Shivans may be able to hold out long enough to mount an offensive.

Our forces are counting on you, pilots.  Report to the flight deck immediately."

3178, "Excellent job, pilots!  The entire Shivan battlegroup was destroyed, thanks to your squadron.  You have proven your dedication to the GTI once again."

3179, "You did well in this mission, pilot.  Though one cruiser escaped, we will destroy it when we make our assault."

3180, "If you disable any cruisers before they escape, you should be able to fulfill your objectives.  Disruptor missiles and Stilettos can be used to great effect."

3181, "You also destroyed Hellfire's fighter escort.  This will make the assault against Ikeya much easier for our bombers."

; ships.tbl

3182, "Harr!  The FS2 Volition Bravos is the scurviest ship in the known universe.  Furl yer sails, strike yer colors, and prepare to be boarded by the FreeSpace 2 team!"

; str08.fs2

3183, "Fortunately, you were able to destroy Hellfire's fighter escort.  This will help even the odds a bit."

3184, "Unfortunately, you failed to destroy Hellfire's fighter escort.  These ships will undoubtedly return to cause trouble for our forces in the upcoming invasion.  Such carelessness ill suits a GTI officer.  This incident will be noted in your record."

3185, "This mission did not go as planned.  Two Shivan cruisers managed to reinforce the fleet in Ikeya, and scans indicate they are now blockading the other side of the jump node.  They now have the high ground, and we expect heavy losses in our initial push."

3186, "Cover your bombers and they'll work on the cruisers.  Disruptor missiles can be used to temporarily shut down cruisers, buying valuable time.  Phoenix V missiles are also very effective against the turrets."

3187, "This mission was a disaster!  We dedicated four wings to this operation, and you only succeeded in destroying a single cruiser.  We do not have the resources to wage war with the Shivans much longer, and failures like these cost us ships, weapons, and lives."

3188, "Your performance in this mission was atrocious.  You realized the importance of this mission yet you failed to destroy a single cruiser.  This disgrace has permanently stained your service record."

3189, "However, we are so short-handed on pilots that we can't afford to ground you.  Instead, your squadron will consist of the first attack wave on the reinforced Shivan positions."

3190, "Beta and Delta wings are carrying Tsunami bombs with which to destroy the cruisers.  You must protect them by drawing away the fighter escort and attacking turrets when possible."

3191, "With the Ribos system secure, the way is now clear for our forces to begin the assault on Ikeya.  The Intrepid and the Hope have been deployed to Ribos to spearhead this operation.  Scouts have determined that no Shivan vessels above cruiser class remain in this area of space, so the system should be ours within a matter of days.

The Krios is now en route to Delta Serpentis to assist with the allied invasion of Ross 128."

3192, "Destroy Hellfire 1"

; species.tbl

3193, "Vasudans"

; str08.fs2

3194, "Destroy Hellfire 2"

3195, "Destroy Hellfire 3"

3196, "Destroy Hellfire 4"

; species.tbl

3197, "Shivans"

; str08.fs2

3198, "Go after the Cains first!  Watch out for those missile launchers, too."

3199, "Hellfire 1 is going down!  Get clear of the blast!"

3200, "There goes Hellfire 2."

3201, "Hellfire 3 has been destroyed."

3202, "Hellfire 4 has been neutralized."

3203, "Hellfire 1 has jumped to Ikeya!"

3204, "Hellfire 2 has escaped!"

3205, "Hellfire 3 just made the jump."

3206, "We've missed Hellfire 4."

3207, "Excellent work, pilots.  Clean up and bring it on home."

3208, "All objectives have been resolved.  Return to base."

3209, "Mayday!  Mayday!  Mayday!  This is the GTC Monitor!  We're under heavy fire here!"

; str09.fs2

3210, "The GTI mounts an intelligence operation into the heart of Shivan space.  Not all is as it seems, however..."

3211, "* GTD Krios
* Delta Serpentis System
* 5/16/35

Ross 128

With our victory in the Ikeya system, allied forces have succeeded in eradicating the Shivan presence from almost every corner of Terran-Vasudan space.  Only one Shivan stronghold remains: the Ross 128 system, site of the first Shivan attack on our territory.

The GTA and PVE have deployed all available ships to Delta Serpentis in preparation for the invasion of Ross 128.  The assault will be led by the GTD Bastion and the PVD Pinnacle, the finest ships in the Terran and Vasudan fleets."

3212, "On the Vanguard

Intelligence believes the Shivans have enough supplies and warships in Ross 128 to mount a significant defense.  Special Ops has been tasked with doing whatever it can to reduce the amount of resistance our fleets will encounter as they scour the system.

Our operations will be divided into two phases.  In the first phase, our squadrons will perform a reconnaissance-in-force of the system to determine the optimum allied attack strategy.  In the second phase, after the invasion begins, our squadrons will conduct strategic assaults against key Shivan positions.

We will be deploying all available wings on continuous rotation, so when you leave here, report to your squadron leaders for immediate mission briefings.  The Krios itself will remain standing by in a hidden location should problems arise during the invasion."

3213, "New Technology: Cluster Bomb

Research and Development has made available two new weapons to assist our forces in the invasion.

A variant of the Synaptic Bomb, GTI's cluster warhead has been designed for attacks against groups or wings of enemy ships.  Upon reaching its target, the primary warhead fragments into multiple secondary warheads that explode within a split second.  The detonations produce a field of high-intensity explosive charges, making the Cluster Bomb most effective against fighter formations and freighters.  The Cluster Bomb has a large blast radius and can destroy your fighter if detonated at close range."

3214, "New Technology: Electromagnetic Pulse Missile

The EMP Missile has just completed field testing, and R&D's scientists are conducting a final evaluation of its design.  The missile is designed to produce a large electromagnetic pulse that scrambles sensors, communications, and navigation systems, crippling all small craft caught in the blast radius.

We are expecting a shipment of the missiles from the Repulse shortly and anticipate the weapon will be available for use when you return from your next series of missions."

3215, "In preparation for the main GTA thrust into Ross 128, our squadron is being dispatched to scout out the area.  Your assignment is to scan a suspected nexus of Shivan activity near the site of the original attack on Outpost Riviera.  Because our communications network in Ross 128 was destroyed when the Shivans first attacked, you will be out of contact with Command for the duration of this mission."

3216, "Gather as much data as you can.  We do not know the extent of the Shivan presence in this sector, so be cautious.  Expect to encounter the standard complement of freighters, transports, and fighters.  Scan all warships in the area as well as any debris that you find.  If you get the opportunity, scan the cargo in the area as well."

3217, "The GTI places a high priority on this operation, pilots.  It is preferable to gather a small amount of data and return safely than to gather too much information and fail to make it out alive.  We need whatever you can give us, no matter how insignificant it may seem.  Dismissed."

3218, "You failed to gather any worthwhile data on this sortie, pilot.  Without scans of both cruisers, the GTI cannot form any reasonable theory as to what happened during your mission.  The GTA will now be at a strategic disadvantage when it begins its invasion.  Dismissed!"

3219, "Scanning both cruisers isn't hard.  Just order all your wingmen to protect you and get in and out quick.

Scanning the transport and cargo is a little more difficult.  Get the transport as soon as you arrive, then order your wingmen to destroy the freighters so you can scan the cargo in relative peace.  Scan the cruisers last -- they aren't going anywhere."

3220, "This mission was a surprise for both of us, pilot.  Thanks to your scans, we have verified that the cruisers you encountered are GTI ships, originally registered as GTC Odin and GTC Thor.  Official records, however, show that these cruisers were destroyed in two separate engagements at the beginning of the Great War.  The fact that these ships were present in a highly sensitive sector of Shivan-controlled space at the same time as your deployment is more than a little suspicious.  We can only assume that this operation was carried out by a rogue element of the GTI."

3221, "Thanks to your scan of the Shivan transport, Intelligence may soon be able to determine the motivation and intent of the rogue operation.  We are already preparing a preliminary report to deliver to Terran Command.  Excellent work."

3222, "Thanks to your scan of the Shivan cargo, Intelligence may soon be able to determine the motivation and intent of the rogue operation.  We are already preparing a preliminary report to deliver to Terran Command.  Excellent work."

3223, "Thanks to your scans of the Shivan transport and cargo, Intelligence may soon be able to determine the motivation and intent of the rogue operation.  We are already preparing a preliminary report to deliver to Terran Command.  Excellent work."

3224, "We are launching an investigation into the motivation and intent of the rogue operation.  Headquarters has been notified, and we will keep you updated on our progress.  Dismissed."

3225, "Scanning the transport or cargo may give the GTI a better idea of exactly what the task force was doing here."

3226, "GTI"

3227, "Shivan Electronics"

3228, "Investigate Ross 128"

3229, "Scan Unknown Cruisers"

3230, "Scan targets of opportunity"

3231, "Scan the ST Lakshmi"

3232, "Scan the Shivan cargo"

3233, "I think we've done all we can here, sir.  Recommend returning to base!"

3234, "Where are the Shivans?  This system was supposed to be swarming with them!"

3235, "What's that task force doing here?  Is that a recovery op?"

3236, "Terran vessels, this Beta 1 of the 91st Phantoms, GTD Krios.  Please identify yourselves."

3237, "Welcome to Ross 128, gentlemen.  I'm afraid you've come at a rather inappropriate time.  Please accept our apologies."

3238, "All fighters, terminate the intruders!"

3239, "Intruders?  What the hell is going on?"

3240, "Evasive action!  Whoever they are, they obviously aren't on our side.  Let's finish our mission and get out of here."

3241, "Alpha 1, scan everything you can.  We'll cover you."

3242, "We've got the cruisers!  Once we get home we'll figure out what's going on here."

; str10.fs2

3243, "The Last Hurrah"

3244, "The last Shivan Demon bites the dust, with a little help from the EMP Missile.  But something's not right..."

3245, "Allied forces all over the system have reported major victories in their attacks against the Shivans.  The $f GTD $f Bastion and her battlegroup have already destroyed a number of cruisers, fighter wings, and cargo depots.  The $f PVD $f Pinnacle and her battlegroup have reported similar successes.

But to completely secure Ross 128, we must decapitate the Shivan infrastructure.  Intelligence believes the source of command for the Shivans in this sector to be the $h SD $h Archon, a Demon-class destroyer.  This ship will be the target of our next operation."

3246, "The $h Archon is a hive of Shivan activity, with reconnaissance sighting several freighters, transports, cargo formations and sentry guns, and at least two Cain-class cruisers: the $h SC $h Golem and the $h SC $h Chimera. 

You will lead a GTI task force into the area and eliminate all ships you encounter.  Normally you would be significantly outmatched in such an operation, but we have something special in store."

3247, "The new $b EMP $b Missile has been completed, and this mission will serve as a final evaluation.  Wings $f Iota and $f Kappa from the $b 122nd $b Crazy $b Ivans, monitored by the $f GTSC $f Giordano, will saturate the area with electromagnetic pulses prior to your deployment."

3248, "The EMP cloud will impair all sensors on Terran and Shivan craft.  The Shivans should not be able to target you, but you won't be able to target them either.  For this reason, your loadout should include dumbfire or heat-seeking missiles.  Our scientists predict the effect will last between two and five minutes."

3249, "$f Alpha, $f Beta, and $f Gamma wings will relieve the $b 122nd and inflict as much damage as possible while the EMP field is active.  Once the effect wears off and aspect lock is possible, $f Delta and $f Epsilon wings will deploy their heavy ordnance.  Command has authorized the use of $f GTB $f Ursa heavy bombers for this mission."

3250, "This is the coup de grace, pilots.  Once the $h Archon has been destroyed, the allied fleet should have no trouble isolating and eliminating the remnants of the Shivan fleet.  If you succeed here today, we will have nothing more to fear.  Good luck."

3251, "Computer parts"

3252, "Turret servos"

3253, "Missiles"

3254, "Bombs"

3255, "Warhead material"

3256, "Deuterium gas"

3257, "Nanobots"

3258, "Plasma storage coils"

3259, "Insulation materials"

3260, "Shield generators"

3261, "Engine blocks"

3262, "Cluster bombs"

3263, "Heavy machinery"

3264, "Megafunk plasma"

3265, "Destroy Fighters and Sentries"

3266, "Destroy SC Golem"

3267, "Destroy SC Ogre"

3268, "Destroy SC Chimera"

3269, "Destroy SC Kraken"

3270, "Destroy SD Archon"

3271, "Destroy the SD Archon"

3272, "Destroy the SC Golem"

3273, "Destroy the SC Ogre"

3274, "Destroy the SC Chimera"

3275, "Destroy the SC Kraken"

3276, "Destroy the Shivan freighters"

3277, "Destroy the Shivan transports"

3278, "Destroy the Shivan fighters and sentry guns"

3279, "Destroy all Shivan cargo"

3280, "The cavalry has arrived, Crazy Ivans.  What's your status?"

3281, "We're just finishing up here, Alpha.  Good luck!"

3282, "Well done, pilots, the area has been saturated.  We're monitoring the engagement zone now.  Iota and Kappa, return to base."

3283, "The EMP's starting to wear off.  We can target the fighters and sentry guns."

3284, "That means they can target you too.  Brace yourselves, pilots!"

3285, "Freighters and transports now on sensors.  Acquiring target lock now."

3286, "The cruisers are waking up!  Delta wing is moving in."

3287, "The EMP has fully worn off, and the Archon is now on sensors.  Epsilon wing, engage the enemy."

3288, "The Archon is gone!  Clear the blast zone!"

3289, "The Golem has been neutralized."

3290, "The Ogre has been destroyed."

3291, "We've destroyed the Chimera."

3292, "The Kraken is history."

3293, "All freighters and transports have been destroyed.  Concentrate on the warships."

3294, "Yeehaw!  Looks like we got ourselves a turkey shoot here, boys!"

3295, "The SC Ogre has entered the area.  The Shivans must be retreating from the allied engagement zones."

3296, "The SC Kraken has arrived."

3297, "All hostile targets have been eliminated, Command.  The area is clear."

3298, "Command, do you copy?  This is Delta 3, over."

3299, "You know, I haven't received any messages from Command for the past ten minutes."

3300, "Gamma 1 to Giordano, can you hail the Krios?"

3301, "We're having some communications difficulties, pilots.  Stand by."

3302, "Are those the Crazy Ivans?  What are they doing back here again?"

3303, "This doesn't smell right at all.  Alpha leader, I recommend getting out of here."

3304, "What the hell?"

; str11.fs2

3305, "Betrayed"

3306, "Our hero returns from a successful mission against the Shivans, only to find the Krios under attack from GTI forces."

3307, "...This is the GTD Krios calling any allied ships!  We've been attacked by GTI bombers!  Weapons are offline!  Hull integrity critical!  Request immediate assistance!"

3308, "This is Admiral Tess of the GTD Soyakaze.

I cannot imagine what you must be thinking, pilots.  To return to your command ship after what was to have been a great victory, only to find it under attack from your fellow officers.  Though you fought valiantly, the Krios and most of her crew were lost.  They died a bitter death, betrayed by the very organization they swore to defend.

This development has grave implications for the future of the Terran-Vasudan alliance.  Terran Command has already been notified of our situation and will be updated as we debrief the survivors of the Krios.  I will address the crew of the Soyakaze tomorrow with our findings.

In recognition of your contributions to the allied victory over the Shivans, the GTA has awarded you the Medal of Honor.  Take comfort in the fact that, though your return is not as triumphant as it should be, we will never have to fear the Shivans ever again."

3309, "There was nothing you could have done to save the Krios."

3310, "This is Admiral Tess of the GTD Soyakaze.

I cannot imagine what you must be thinking, pilots.  To return to your command ship after what was to have been a great victory, only to find it under attack from Terran ships.  Though you fought valiantly, the Krios and her crew were lost.  The phantom attackers have since disappeared without a trace.

This development has grave implications for the future of the Terran-Vasudan alliance.  If a rogue cell is active in our military, it has the potential to significantly destabilize our reconstruction efforts.  Terran Command has ordered a full investigation, but without the crew or flight records from the Krios, I am afraid we have little to go on."

3311, "Try to save at least one escape pod.  If it's just too hard, try switching to an easier difficulty, or try doing better on the previous mission."

3312, "Communications Jammer"

3313, "Survivors"

3314, "Computer Records"

3315, "Defend the Krios"

3316, "Destroy Science Vessel"

3317, "Destroy GTC Aesir"

3318, "Destroy GTC Vanir"

3319, "Protect the Krios's escape pods"

3320, "Destroy the science vessel"

3321, "Protect all of the escape pods"

3322, "Oh my gosh..."

3323, "Thank ---dness ***'re here, pi----!  Pro**ct the esc*** -ods!  We h--* to warn --- ---!"

3324, "The Krios is down!"

3325, "Fight for your lives, pilots!  Save those pods!  Somebody find an open channel!"

3326, "It's no use!  That science vessel's jamming all our long range comms!  We've got to take it out!"

3327, "Mayday!  Mayday!  Mayday!  This is Gamma 1 of the 91st Phantoms, GTD Krios!  Can anyone hear me?"

3328, "Gamma 1, this is the GTD Soyakaze, Intelligence.  What is your situation?"

3329, "The Krios is gone!  We're being attacked by Terran ships!  Requesting immediate extraction!"

